SEASON,MUNICIPALITY,COUNTRY,Average Temp (C),Average Snow Depth (cm),Average Rainfall (cm)
Fall,Kolašin Municipality,Montenegro,9.646335403726708,11.356542617046818,7.213154689403167
Fall,Komi Republic,Russia,-2.040843465045593,9.596570852244074,1.8746581196581198
Fall,Kostanay Region,Kazakhstan,2.9073710073710073,2.08018018018018,0.6605241605241605
Fall,Kostroma Oblast,Russia,2.2329065908013277,2.948948948948949,1.6732574679943102
Fall,Kočevje,Slovenia,8.160007833920877,2.0364004044489383,4.791317950723504
Fall,Košice Region,Slovakia,8.632312404287903,0.21516079632465543,1.5047856049004593
Fall,Kranj,Slovenia,8.38167053364269,0.5317258883248731,4.348104174645729
Fall,Krasnodar Krai,Russia,12.288899549074163,0.22626153011394465,3.947354801610121
Fall,Krasnoyarsk Krai,Russia,-7.6160643427819,12.731699908879214,1.3965297017234555
Fall,Kronoberg County,Sweden,6.616694124107633,1.1724378665177324,2.292659401227609
Fall,Kujalleq Municipality,Greenland,-2.0470271979759644,2.5161290322580645,5.269257012888552
Fall,Kurgan Oblast,Russia,0.39148885727833094,4.33933933933934,1.0047178757705075
Fall,Kursk Oblast,Russia,5.404596917200927,1.051493305870237,1.7432097082083449
Fall,Kuyavian-Pomeranian Voivodeship,Poland,7.517866354044549,0.283576708130521,1.156608050019539
Fall,Kyzylorda Region,Kazakhstan,6.375825825825826,0.42162162162162165,0.2963963963963964
Fall,Lazio,Italy,14.868293589154769,0.0,3.7643824610915986
Fall,Lesser Poland Voivodeship,Poland,6.027063110171613,2.9617898312062576,2.0664019409010788
Fall,Lika-Senj County,Croatia,6.600076849183478,4.3588756257219865,6.196503362151777
Fall,Ljubljana,Slovenia,9.448541423570596,1.3680154142581888,5.060406091370559
Fall,Lower Saxony,Germany,9.347182756321137,0.13935108153078202,2.084792803328105
Fall,Lower Silesian Voivodeship,Poland,7.064091156539205,1.418795213003483,1.4504082590333176
Fall,Lublin Voivodeship,Poland,6.994915632200996,0.7767487939352171,1.1175935213046546
Fall,Lubusz Voivodeship,Poland,8.332094064949608,0.2501361738183139,1.1045502763664787
Fall,Luxembourg,Luxembourg,9.131024643320362,0.18496884735202493,2.307431651906046
Fall,Lviv Oblast,Ukraine,6.689489489489489,1.163375224416517,1.859212730318258
Fall,Lääne County,Estonia,6.007306809487376,1.026953125,2.22021151586369
Fall,Lääne-Viru County,Estonia,5.443764345830146,1.3806691449814126,1.8847042694868783
Fall,Magadan Oblast,Russia,-9.897768527364542,13.501001001001,1.6172435020519838
Fall,Masovian Voivodeship,Poland,7.491707970147554,0.5173695988982613,1.078245883894491
Fall,Mecklenburg-Vorpommern,Germany,8.930024957031526,0.20081445660473402,1.5921630581166477
Fall,Minsk Region,Belarus,5.44954954954955,1.382882882882883,1.4842985842985843
Fall,Moscow,Russia,4.705166475315729,2.4155578300921188,1.9753157290470724
Fall,Murska Sobota,Slovenia,9.333572536850271,0.5736090595765633,2.126163692785105
Fall,Møre og Romsdal,Norway,6.919564206260988,6.343434343434343,5.095909455485251
Fall,Navoiy Region,Uzbekistan,11.938588588588589,0.14414414414414414,0.2990990990990991
Fall,Nenets Autonomous Okrug,Russia,-1.8152754165249916,11.628876461616676,1.4066060193844585
Fall,Nikšić Municipality,Montenegro,12.106690997566911,3.260143198090692,6.797610513739547
Fall,Nitra Region,Slovakia,9.83366526235159,0.16283524904214558,1.528035235541938
Fall,Nizhny Novgorod Oblast,Russia,2.806101802086627,1.2792792792792793,1.9178785962693645
Fall,Nordland,Norway,4.503750813809991,5.429526645135244,4.177702616751098
Fall,Norrbotten County,Sweden,-0.25023517071024937,10.368006532982488,1.7530884856882192
Fall,North Denmark Region,Denmark,9.235367346938775,0.34619450317124734,2.8186338219737044
Fall,North Kazakhstan Region,Kazakhstan,2.1889139139139138,4.892892892892893,0.926936936936937
Fall,North Rhine-Westphalia,Germany,9.40187632338451,0.26361402817660656,2.300575585946494
Fall,Northern Ireland,United Kingdom,9.237396472766248,0.03417056074766355,3.730784067894686
Fall,Nova Gorica,Slovenia,11.95867895545315,0.06045589692765114,4.935044044427422
Fall,Novo Mesto,Slovenia,9.756269230769231,0.9266951740989615,3.698506319417848
Fall,Novosibirsk Oblast,Russia,-0.7624771859963497,6.29054054054054,1.2504599336178284
Fall,Odesa Oblast,Ukraine,10.090765765765765,0.3402340234023402,1.5659926470588235
Fall,Omsk Oblast,Russia,-0.34717875770507356,5.894894894894895,1.0445392761182235
Fall,Opole Voivodeship,Poland,7.84541093700032,0.49945551213887646,1.3568212344099777
Fall,Orenburg Oblast,Russia,3.3725580844001897,1.8358358358358358,0.9554409672830726
Fall,Osijek-Baranja County,Croatia,10.539900535577658,1.0751245688003066,1.8331538461538461
Fall,Oslo,Norway,5.481846197275871,3.009970264124541,2.8476779913967167
Fall,Perm Krai,Russia,-0.7584637268847796,9.137462235649547,2.2775723091512567
Fall,Piran,Slovenia,13.206592135697765,0.013227513227513227,3.5941063911213162
Fall,Pljevlja Municipality,Montenegro,10.420772946859904,8.642344497607656,2.094862604540024
Fall,Podgorica Municipality,Montenegro,16.95602409638554,0.0,6.459520958083832
Fall,Podkarpackie Voivodeship,Poland,7.000649511738572,1.02550631302432,1.7076042750401967
Fall,Podlaskie Voivodeship,Poland,6.4303279495765215,0.6811574328030718,1.3430970792493722
Fall,Poltava Oblast,Ukraine,7.151977966950426,0.7967625899280576,1.6169045830202855
Fall,Pomeranian Voivodeship,Poland,7.790228657742591,0.42690237754615434,1.4919062832800853
Fall,Postojna,Slovenia,9.108773946360154,0.8970826580226904,5.157260920897285
Fall,Prešov Region,Slovakia,5.906584992343032,0.747602608362102,1.4791730474732006
Fall,Primorje-Gorski Kotar County,Croatia,14.206618209640398,0.021431305013394564,6.361323641928079
Fall,Primorsky Krai,Russia,2.7881950336557497,1.3244235870230565,1.8460754674728472
Fall,Pskov Oblast,Russia,5.173408024514028,1.5367530407191963,1.8553810800459596
Fall,Pärnu County,Estonia,7.083750958834058,0.758629741435884,2.091388744137572
Fall,Radovljica,Slovenia,4.086558516801854,37.48073154800784,6.050091407678245
Fall,Rapla County,Estonia,5.360429447852761,1.22578125,2.1652173913043478
Fall,Region Zealand,Denmark,9.861418933864188,0.015432098765432098,1.686969442470444
Fall,Region of Southern Denmark,Denmark,9.7069331856402,0.17965367965367965,2.681295807681032
Fall,Republic of Bashkortostan,Russia,1.3215729271617378,3.570945945945946,1.5818456614509246
Fall,Republic of Dagestan,Russia,9.205588124054463,0.06521739130434782,1.3766524822695037
Fall,Republic of Kalmykia,Russia,9.063496188496188,0.4713839750260146,0.8346846846846847
Fall,Republic of Karakalpakstan,Uzbekistan,9.001501501501501,3.453125,0.25705705705705706
Fall,Republic of Karelia,Russia,2.412807112800326,3.4101786316144254,1.7655974926647107
Fall,Republic of Tatarstan,Russia,2.977304227304227,3.2668024439918533,1.50497227997228
Fall,Rhineland-Palatinate,Germany,8.904767964991013,0.2355706696337622,1.9673197825359352
Fall,Riga,Latvia,6.980876648564779,0.8961303462321792,1.9187064291247096
Fall,Rogaland,Norway,8.25049316751469,0.286928070082854,6.380698412698413
Fall,Rostov Oblast,Russia,8.373464622090761,0.4477477477477477,1.418941222265473
Fall,Ryazan Oblast,Russia,3.908281966176703,1.982982982982983,1.6903903903903905
Fall,Saare County,Estonia,8.2045180049206,0.41548286198357876,1.943936467053016
Fall,Saarland,Germany,9.23217674970344,0.15218440096488878,2.512812210915819
Fall,Saint Petersburg,Russia,5.612978560490046,1.5035035035035036,1.97573896353167
Fall,Sakha Republic,Russia,-13.830531983443095,14.068957193434182,0.912528245041426
Fall,Sakhalin Oblast,Russia,3.033075076385858,4.136180904522613,2.601542486510056
Fall,Saldus Municipality,Latvia,6.258642216152945,0.8416536661466458,1.6789657853810265
Fall,Salzburg,Austria,5.785869054162335,68.07253086419753,3.111552018628574
Fall,Samara Oblast,Russia,3.8530899320373004,3.121121121121121,1.4546546546546548
Fall,Samarqand Region,Uzbekistan,12.721021021021022,0.7109515260323159,0.956006006006006
Fall,Saratov Oblast,Russia,4.7933262209578,1.2681238615664845,1.2578651019440494
Fall,Sardinia,Italy,16.031498406842193,0.0,2.4944605844583876
Fall,Saxony,Germany,8.098159747179155,1.24128775307003,1.846411643482741
Fall,Saxony-Anhalt,Germany,8.547921228358879,0.7097571367703451,1.6135612691935082
Fall,Schleswig-Holstein,Germany,9.182417177240312,0.25979713716939995,2.3037317934432675
Fall,Scotland,United Kingdom,8.192950160223631,0.14954721862871928,3.8152488953434482
Fall,Sermersooq Municipality,Greenland,-2.1286920260374287,6.222222222222222,4.714584949573313
Fall,Sevnica,Slovenia,7.397343088178668,2.227670753064799,3.7015217391304347
Fall,Silesian Voivodeship,Poland,7.504032092162107,1.1179815617909763,1.7451755192060283
Fall,Skeiða- og Gnúpverjahreppur,Iceland,4.7051091005854175,2.088500264970853,2.952093269740329
Fall,Skåne County,Sweden,8.670791215557495,0.4422242179314474,2.0034013280466247
Fall,Slovenj Gradec,Slovenia,7.963524904214559,0.7767232767232767,3.439716583684412
Fall,Smolensk Oblast,Russia,4.57112217541172,2.5285285285285286,1.9509195402298853
Fall,Split-Dalmatia County,Croatia,16.8908028357923,0.0,3.147490421455939
Fall,Stockholm County,Sweden,7.014193179380854,1.32563537193919,1.726972586922123
Fall,Styria,Austria,7.6780728059897125,0.5795795795795796,2.312010404757031
Fall,Surxondaryo Region,Uzbekistan,15.305705705705707,0.5368043087971275,0.643342776203966
Fall,Svalbard,Svalbard and Jan Mayen,-2.6939288573716116,3.6340118400778527,1.210605092999122
Fall,Sverdlovsk Oblast,Russia,-0.38582266477003324,6.037373737373738,1.3752568357831516
Fall,Södermanland County,Sweden,6.302350551363901,1.235456299972429,1.688821355895898
Fall,Talsi Municipality,Latvia,6.974364406779661,0.7592319054652881,1.903215179865595
Fall,Tambov Oblast,Russia,4.6949265054528215,1.6406406406406406,1.3335229966808915
Fall,Tartu County,Estonia,5.34003133568351,1.2041220768925882,1.8904817861339602
Fall,Thuringia,Germany,7.785127995801505,0.7796641840847816,1.8791920669755344
Fall,Ticino,Switzerland,12.096864111498258,0.13116026387272023,4.689547038327526
Fall,Tomsk Oblast,Russia,-2.9978804371874865,9.358024691358025,1.5437885253674728
Fall,Toshkent Shahri,Uzbekistan,12.941891891891894,0.21846846846846846,1.1735735735735735
Fall,Troms og Finnmark fylke,Norway,1.758403993110077,8.312489753090468,2.2793686256873014
Fall,Trøndelag,Norway,4.319111923744892,4.615151924375422,3.1898486505150485
Fall,Turkistan Region,Kazakhstan,10.673873873873875,0.11891891891891893,0.49564564564564567
Fall,Tyumen Oblast,Russia,-0.5635071090047393,4.610832497492478,1.2005689900426741
Fall,Udmurt Republic,Russia,1.2878577075098814,4.97997997997998,1.6171830540625989
Fall,Ulytau Region,Kazakhstan,2.805255255255255,0.4486486486486487,0.324024024024024
Fall,Upper Austria,Austria,8.07772751625551,0.9219219219219219,2.379799638001431
Fall,Uppsala County,Sweden,6.198737910888001,2.9980778471888514,1.7283823148627653
Fall,Valais,Switzerland,9.368044393417527,0.5019171779141104,1.3833524684270955
Fall,Valga County,Estonia,5.422800306044377,1.42734375,1.8748922835879358
Fall,Varaždin County,Croatia,9.893114001530222,0.28314176245210726,2.704707233065442
Fall,Varmland County,Sweden,4.888601993304345,2.309136707121594,2.282259657879686
Fall,Vaud,Switzerland,8.78729429774206,0.21342925659472423,2.3375430539609643
Fall,Veneto,Italy,13.007915893630178,0.016319129646418858,2.425295774647888
Fall,Vestfold og Telemark,Norway,5.377663335254856,6.5115429011158135,3.5104391636288605
Fall,Vestland,Norway,5.91022915604966,4.6561707267968595,7.068919936306158
Fall,Vienna,Austria,10.151493077830434,0.40786240786240785,1.5902098046931634
Fall,Viken,Norway,4.612479227035049,4.2824322254556595,2.742932304030831
Fall,Viljandi County,Estonia,5.413121652639632,1.561328125,2.190207598903251
Fall,Vinnytsia Oblast,Ukraine,6.16981981981982,1.8614035087719298,1.3854354354354355
Fall,Vologda Oblast,Russia,1.9415496291620642,5.032032032032032,1.8449344080923027
Fall,Voronezh Oblast,Russia,5.691424510423246,1.2109053497942386,1.5330646435909594
Fall,Västerbotten County,Sweden,1.321978032774001,8.840997848091178,1.8669907876139018
Fall,Västernorrland County,Sweden,3.4386011633611324,3.525418660287081,1.8674657424344532
Fall,Västmanland County,Sweden,5.6933801534659905,0.9035735675783589,1.875046652949902
Fall,Västra Götaland County,Sweden,7.271443649489187,1.067909700856285,2.4497160790053267
Fall,Võru County,Estonia,5.540589135424637,1.284886312973696,1.744300822561692
Fall,Wales,United Kingdom,10.637580213903744,0.002335669002335669,3.2320536495286225
Fall,Warmian-Masurian Voivodeship,Poland,6.932346137802889,0.7201669952452743,1.3001473249989477
Fall,West Kazakhstan Region,Kazakhstan,5.301876876876877,1.1522522522522523,0.8724474474474475
Fall,West Pomeranian Voivodeship,Poland,8.350875030810943,0.30614565565720786,1.1914235015772872
Fall,Zabaykalsky Krai,Russia,-7.094895446935627,3.41234984984985,0.6581525128844828
Fall,Zadar County,Croatia,15.65956388676358,0.0003827018752391887,3.6663987753539997
Fall,Zakarpattia Oblast,Ukraine,8.741141141141142,0.2715827338129496,1.974174174174174
Fall,Zurich,Switzerland,8.856678147722924,0.36099263280341215,2.5659778032912364
Fall,Örebro County,Sweden,5.385327863796188,1.9374354156881164,2.2376520708980725
Fall,Östergötland County,Sweden,6.698199415896309,1.2641910682152788,1.6611737698373092
Fall,Þingeyjarsveit,Iceland,3.6276587456174525,4.767885532591415,2.2180180180180185
Fall,Črnomelj,Slovenia,10.128659003831418,0.48224970083765456,4.44341024638248
Fall,Łódź Voivodeship,Poland,7.558628350293823,0.41748230688149374,1.1186339855228267
Fall,Świętokrzyskie Voivodeship,Poland,6.855252615844544,0.7373375482964524,1.2454914849118612
Fall,Šibenik-Knin County,Croatia,12.721566358024692,1.973016512283528,3.768026418026418
Fall,Žabljak Municipality,Montenegro,7.261987577639751,37.65206812652068,5.3059610705596105
Fall,Žilina Region,Slovakia,4.8364221364221365,3.888888888888889,2.9610038610038614
Spring,Administrative unit Maribor,Slovenia,10.958220108695652,0.42760372565622357,2.3526041666666666
Spring,Agder,Norway,5.210244890134905,17.548417694231265,2.599604207030169
Spring,Akmola Region,Kazakhstan,3.5806159420289854,18.160869565217393,0.7422101449275363
Spring,Aktobe Region,Kazakhstan,7.292210144927536,3.939855072463768,0.7770531400966183
Spring,Almaty,Kazakhstan,11.409239130434784,1.2,3.277173913043478
Spring,Altai Krai,Russia,4.196055919497535,9.888746803069054,1.1825590251332827
Spring,Alūksne Municipality,Latvia,5.3483666061705994,7.68644529123571,1.5692481884057972
Spring,Amur Oblast,Russia,0.5036373572990042,11.559661835748793,1.0042572463768116
Spring,Appenzell Innerrhoden,Switzerland,-2.4455822383325785,408.80820654679576,7.120036347114948
Spring,Apulia,Italy,11.599238145277814,0.01366120218579235,1.525762195121951
Spring,Arkhangelsk Oblast,Russia,0.044230769230769226,27.727958937198068,1.1079480205500152
Spring,Astana,Kazakhstan,5.217753623188406,4.139130434782609,0.8663043478260869
Spring,Astrakhan Oblast,Russia,10.777472826086957,0.018820577164366373,0.81125
Spring,Atyrau Region,Kazakhstan,10.71322463768116,0.05434782608695652,0.639855072463768
Spring,Augšdaugavas novads,Latvia,6.234099153567111,2.268923076923077,1.4391304347826088
Spring,Baden-Württemberg,Germany,9.51018466703973,1.0350047892124545,2.221803045263956
Spring,Basel-Landschaft,Switzerland,10.880009066183137,0.13864975079293157,2.2951517897598555
Spring,Bavaria,Germany,8.749597717279446,5.133400891244754,2.181712215262759
Spring,Berlin,Germany,9.851015388496469,0.24660147865490104,1.2354095156369185
Spring,Blekinge County,Sweden,6.536058048274841,1.0580663615560641,1.092049014829771
Spring,Brandenburg,Germany,9.230268008660541,0.2682837587706082,1.225310263144343
Spring,Bremen,Germany,9.295282376956226,0.2493658041603247,1.5343417176523908
Spring,Budapest,Hungary,12.893737060041408,0.012077294685990338,1.3255175983436853
Spring,Buryatia,Russia,-1.0797216238608118,6.8846986089644515,0.5312974316487159
Spring,Capital Region of Denmark,Denmark,7.402732761360025,0.09703504043126684,1.1159528202424882
Spring,Catalonia,Spain,11.78893852494452,47.50512337453476,2.1730608864724736
Spring,Celje,Slovenia,10.617564575645757,0.34346754313886607,2.598478260869565
Spring,Central Denmark Region,Denmark,7.2518562499999994,0.19452054794520549,1.3196967226479699
Spring,Cerknica,Slovenia,7.922585034013605,16.651715039577837,3.8264492753623194
Spring,Chechnya,Russia,11.546497005988025,0.004651162790697674,1.4548502994011976
Spring,Chernivtsi Oblast,Ukraine,9.491666666666667,0.9114470842332614,1.1983695652173914
Spring,Chisinau,Moldova,11.134699453551914,0.4838012958963283,0.9430517711171663
Spring,Chukotka Autonomous Okrug,Russia,-10.898165445870573,40.81725239616613,0.45416246724450715
Spring,City of Liepāja,Latvia,6.314187327823692,0.6979228486646885,1.0230628988149497
Spring,City of Zagreb,Croatia,13.315269320843093,0.2126019945602901,2.120136054421769
Spring,County Carlow,Ireland,9.102583979328164,0.0,2.0630548302872063
Spring,County Kerry,Ireland,9.91982160555005,0.0,3.5741324921135647
Spring,County Kilkenny,Ireland,9.868432971014492,0.0019723865877712033,2.1961361545538183
Spring,County Mayo,Ireland,9.64846382556987,0.0009900990099009901,2.637302423603794
Spring,County Meath,Ireland,8.80014409221902,0.0,2.3402237136465325
Spring,County Monaghan,Ireland,8.710989482721613,0.002577319587628866,2.247901341410645
Spring,County Wicklow,Ireland,8.728863346104726,0.0,2.1933824707578915
Spring,Dalabyggð,Iceland,3.397830101569714,0.7468030690537084,1.7459079283887466
Spring,Dalarna County,Sweden,3.6185652074260832,19.785222032229647,1.3318629345405695
Spring,Daugavpils,Latvia,6.487726942628903,0.46511627906976744,1.36268115942029
Spring,Dobele Municipality,Latvia,6.600226654578423,0.0611353711790393,1.0526721014492755
Spring,Donetsk Oblast,Ukraine,8.244384057971013,1.9978260869565216,1.403560371517028
Spring,Dubrovnik-Neretva County,Croatia,15.064496611810261,0.20450049455984173,2.1421867440735367
Spring,East Kazakhstan Region,Kazakhstan,7.008333333333333,6.754347826086956,1.0023550724637682
Spring,England,United Kingdom,9.030614436512296,0.06130212143379663,1.8655193838203534
Spring,Fergana Region,Uzbekistan,15.882971014492753,0.004347826086956522,0.7108695652173914
Spring,Friuli-Venezia Giulia,Italy,6.990394200271862,10.5739336492891,3.548505434782609
Spring,Gavleborg County,Sweden,4.059826411827688,8.554469854469854,1.0331177829099307
Spring,Geneva,Switzerland,10.844222927050295,0.07702763932940643,2.221930222020843
Spring,Gomel Region,Belarus,7.9324275362318835,2.504076086956522,1.6108695652173914
Spring,Gotland County,Sweden,5.666193650793651,0.8169717138103162,0.8400566761126854
Spring,Greater Poland Voivodeship,Poland,8.917883948281299,0.3468730839975475,1.0851371047012168
Spring,Halland County,Sweden,6.864529949404276,1.602485359234395,1.806159420289855
Spring,Hamburg,Germany,9.014859053989488,0.2711769115442279,1.656779311765918
Spring,Harju County,Estonia,4.766055253623189,2.9846758349705302,1.0547221587011206
Spring,Heilongjiang,China,4.016739130434782,1.6231884057971016,1.052336956521739
Spring,Hessen,Germany,9.385817088180412,0.3802788305360043,1.7879736662335748
Spring,Hiiu County,Estonia,4.910454669207732,2.0419761059089443,1.0276268115942029
Spring,Ida-Viru County,Estonia,4.643466424682396,6.833559782608695,1.261028079710145
Spring,Idrija,Slovenia,6.473312188491165,35.0260663507109,5.381748188405797
Spring,Innlandet,Norway,2.114580139962914,37.53236411455289,1.1916717320609065
Spring,Irkutsk Oblast,Russia,-0.5241063950198076,17.265671641791045,0.7870658031792038
Spring,Jamtland County,Sweden,1.4724153639323136,34.42862309013652,1.2974163938635341
Spring,Jetisu Region,Kazakhstan,11.486956521739131,2.009782608695652,0.7452569169960475
Spring,Jewish Autonomous Oblast,Russia,3.789790362101824,1.5634824667472793,1.3736413043478262
Spring,Jonkoping County,Sweden,5.509149284796954,2.8687491620860706,1.3429205041202132
Spring,Järva County,Estonia,5.247327898550725,5.017210144927536,1.2728713768115942
Spring,Jõgeva County,Estonia,4.855816809966661,4.89453125,1.2166817632850242
Spring,Kaliningrad Oblast,Russia,7.861486366066655,0.8683574879227053,1.250552584670232
Spring,Kalmar County,Sweden,6.329730481878706,2.698944057515165,0.9710812031433476
Spring,Kamchatka Krai,Russia,-2.9545899402437303,58.70508744038156,1.0593916278193718
Spring,Karaganda Region,Kazakhstan,6.594746376811594,3.9684782608695652,0.7979166666666666
Spring,Karlovac County,Croatia,10.929963735267453,2.2690562613430125,4.1468721668177695
